112;33;118;18
76;130;95;8
46;105;59;29
15;109;31;56
22;137;83;93
130;116;64;18
127;53;68;7
28;82;67;47
111;14;81;78
13;138;12;14
51;71;97;85
136;3;40;132
36;5;148;98
4;33;105;29
3;88;98;24
113;96;146;146
122;17;27;61
1;136;52;79
94;90;84;25
73;54;110;116
93;66;131;29
125;34;1;118
95;71;41;57
98;41;84;24
4;69;43;120
121;109;131;82
130;115;107;84
87;63;32;120
15;140;55;61
54;27;63;77
146;50;74;6
25;68;107;83
35;130;47;139
114;86;148;86
48;56;50;146
59;38;16;147
78;108;100;39
14;74;114;74
29;35;69;10
70;110;109;29
141;19;6;12
20;125;52;44
70;102;13;94
60;38;91;106
80;123;78;15
61;2;135;90
10;65;103;132
81;102;62;138
140;63;15;26
74;10;27;22
131;128;18;73
131;41;142;82
149;121;1;72
10;29;63;127
14;138;87;27
21;148;88;16
94;140;58;119
15;141;32;148
20;37;130;39
49;27;30;18
136;57;33;35
95;22;26;110
70;149;60;115
50;99;27;145
54;150;114;13
125;80;44;40
25;95;61;85
12;64;38;77
46;38;67;122
131;10;126;73
97;139;105;129
72;66;29;68
87;128;116;4
86;13;139;47
112;85;20;131
90;105;73;112
40;53;60;119
144;1;62;37
100;60;94;27
106;129;56;33
147;129;88;30
99;13;3;123
82;148;30;9
20;7;146;55
141;50;55;133
78;16;9;22
115;21;123;148
66;17;53;77
11;29;98;16
4;145;31;150
33;6;12;56
38;17;109;131
37;79;78;87
134;97;100;37
57;29;121;108
6;86;25;80
40;73;143;35
64;63;143;77
7;2;7;123
95;54;58;24
29;142;94;27
77;120;66;125
14;5;89;82
142;64;61;12
66;112;80;71
70;86;54;25
58;22;25;32
42;48;124;27
100;12;136;5
131;98;39;45
2;37;109;49
106;115;7;33
70;138;23;2
18;57;65;131
64;124;122;129
143;83;39;9
19;13;75;34
142;31;89;150
29;128;89;84
16;46;19;15
69;10;114;101
27;138;87;146
43;59;49;71
78;118;106;146
107;126;109;93
72;86;21;5
122;146;106;51
124;97;15;17
14;24;7;94
61;57;47;95
19;22;81;74
56;67;28;133
122;10;27;103
40;97;136;88
72;19;93;114
130;48;107;90
78;4;107;5
78;67;145;136
113;72;143;109
76;86;112;47
135;107;97;65
91;30;127;12
3;101;76;29
6;26;143;142
34;141;17;132
86;97;29;146
52;87;20;7
127;39;44;120
66;98;42;110
146;66;88;52
116;56;1;91
96;75;33;110
118;36;115;57
36;13;150;66
148;92;81;80
28;113;6;7
16;79;117;45
72;60;75;108
149;80;44;148
47;10;24;97
88;30;118;65
8;100;7;92
74;102;38;41
91;41;83;115
80;93;57;73
150;62;58;44
9;135;3;38
69;26;60;70
148;58;21;145
27;111;12;24
58;25;82;5
116;90;30;64
32;45;82;81
3;93;55;128
100;132;37;37
2;139;70;75
32;80;145;96
126;14;21;88
13;132;97;110
35;110;123;13
106;122;111;91
75;150;117;7
99;32;95;61
122;53;18;139
16;46;35;14
148;88;109;135
46;32;36;144
90;112;106;147
33;113;85;54
65;129;35;142
68;98;39;2
109;113;9;70
9;150;97;11
31;60;15;124
77;83;135;47
105;124;37;47
84;141;2;71
29;7;55;47
132;28;113;81
136;115;23;118
36;41;87;144
137;9;50;79
98;10;8;130
38;87;86;103
17;30;46;145
74;119;91;65
35;1;60;134
103;117;75;8
86;112;80;45
25;26;80;126
32;101;3;35
23;111;11;58
110;101;114;106
63;39;20;148
35;91;79;75
56;89;23;146
37;145;61;60
149;122;22;54
93;84;68;132
93;116;25;142
79;29;10;12
114;20;86;37
70;28;10;86
58;59;121;133
133;65;10;115
145;64;72;145
137;12;23;88
20;122;34;74
38;51;72;30
113;15;92;1
41;83;90;66
87;17;53;115
98;100;10;46
91;107;54;81
65;34;55;148
52;58;18;27
59;68;116;76
22;72;28;132
64;75;35;61
80;20;85;33
29;1;65;124
24;2;128;5
149;68;45;32
90;75;111;103
59;126;11;136
22;64;83;120
61;84;91;71
50;128;94;75
128;82;27;120
92;55;31;100
143;55;73;103
118;124;135;35
64;9;43;45
99;55;35;59
9;31;140;136
22;73;37;150
132;127;68;60
23;126;36;133
134;106;81;104
19;7;115;44
100;72;90;136
97;15;116;38
68;14;65;120
69;11;13;36
32;70;12;113
51;70;20;69
107;2;76;44
24;116;95;138
146;19;36;128
107;150;107;44
24;137;64;26
98;81;108;50
116;121;73;9
47;132;126;111
2;15;122;29
37;112;103;116
90;19;115;99
10;143;70;62
54;146;145;128
141;69;144;84
94;32;125;2
108;11;25;117
3;65;46;114
135;113;74;39
105;50;34;111
35;39;3;137
105;48;93;134
92;85;118;83
8;136;52;14
93;124;102;136
48;136;71;131
55;131;144;80
132;40;59;80
63;84;91;121
136;134;127;126
66;40;14;93
25;108;77;7
56;101;84;92
107;71;96;28
134;20;132;99
3;145;51;6
117;72;137;95
62;131;33;137
143;43;130;86
93;143;116;95
97;28;32;43
16;59;70;123
72;62;131;30
58;123;2;130
15;31;16;133
78;67;47;145
14;130;123;110
146;84;4;121
136;138;142;85
125;126;35;48
117;27;139;149
129;4;118;5
51;69;96;41
123;148;35;47
121;25;57;99
80;125;24;70
43;107;119;120
52;29;71;130
67;51;42;70
9;100;145;125
22;10;121;96
12;53;57;83
28;79;96;126
47;81;63;128
38;53;54;143
55;105;142;121
71;47;12;7
31;5;87;93
24;99;6;21
123;48;91;26
72;70;132;73
7;92;130;134
55;77;54;105
48;97;34;15
21;10;17;25
72;32;95;60
13;77;95;7
135;12;84;125
74;88;49;23
118;144;131;137
71;3;136;44
15;139;46;141
70;119;29;69
46;6;50;42
138;46;128;83
144;103;3;14
37;22;119;79
97;51;51;138
75;105;85;143
102;103;125;130
47;2;99;84
73;17;37;89
111;86;108;99
137;116;43;32
94;94;23;126
147;69;117;47
31;49;114;58
142;118;39;67
111;43;140;106
71;50;30;65
125;9;124;1
143;79;23;127
76;47;65;53
127;42;54;118
11;134;139;59
77;78;15;85
90;2;121;140
83;28;138;88
120;86;87;139
5;127;4;84
139;120;54;111
84;133;34;101
3;8;77;95
92;17;47;96
130;120;142;63
62;108;88;25
93;146;141;76
53;134;139;108
8;124;102;146
129;96;83;102
98;71;68;135
124;104;45;51
73;104;63;1
17;34;69;100
108;143;119;80
112;12;50;76
88;148;120;21
61;4;139;116
65;5;72;22
23;32;6;52
141;78;13;2
12;5;15;70
51;18;59;48
130;64;5;100
42;100;9;98
94;130;3;7
110;47;127;109
44;32;58;74
133;4;143;110
28;45;101;84
131;78;74;135
120;24;48;98
53;73;145;42
133;47;27;24
28;75;141;4
123;139;147;58
56;10;7;15
90;63;14;97
19;101;133;87
56;137;50;100
95;140;39;129
69;36;114;130
70;19;150;62
133;9;140;77
104;16;76;71
14;150;42;27
81;72;77;14
57;15;117;82
111;93;39;115
89;77;96;117
136;130;144;23
124;88;149;143
139;64;22;41
29;98;135;52
17;74;86;49
119;126;73;49
45;17;124;42
76;56;142;109
4;123;73;145
21;92;132;99
62;117;62;16
31;87;27;68
97;19;117;137
65;57;122;144
99;20;128;78
148;122;22;39
103;116;99;45
37;120;29;138
80;18;67;11
134;135;28;44
146;91;73;124
41;93;50;70
143;77;24;119
46;38;123;83
19;83;23;10
48;62;67;54
15;82;70;94
75;34;116;72
125;144;9;71
14;56;144;148
45;9;23;134
135;65;150;80
90;148;31;98
106;80;72;55
121;145;35;108
79;33;130;113
144;150;55;123
28;5;141;31
61;47;90;114
72;41;77;66
39;98;90;127
75;143;136;53
6;77;110;127
41;6;83;134
133;123;62;140
78;1;126;12
86;133;14;15
84;118;7;64
96;113;112;37
95;113;46;82
63;14;55;141
102;51;98;42
105;26;145;32
147;72;5;148
36;25;46;2
47;18;81;83
59;27;13;94
34;24;31;96
26;69;132;133
75;1;146;33
62;110;131;58
145;67;45;139
58;69;87;7
63;121;62;113
127;62;121;99
116;131;122;111
145;112;68;73
146;75;24;66
75;105;7;116
85;24;125;77
42;65;133;115
3;112;26;33
118;21;134;78
95;86;9;21
115;27;15;33
132;16;101;18
14;44;41;128
80;120;9;145
129;129;21;69
88;25;59;51
137;63;80;4
98;67;137;99
117;90;38;116
8;95;35;82
63;112;132;48
90;137;137;142
29;149;148;123
111;100;3;17
88;143;130;55
122;26;126;4
114;95;109;68
66;22;131;90
46;36;136;84
48;104;68;18
2;11;20;114
23;77;77;108
29;89;94;149
83;2;26;18
24;98;2;16
82;26;39;101
66;126;125;15
31;142;27;36
40;30;127;86
115;126;38;72
53;107;12;11
125;5;37;133
83;141;70;122
103;8;76;108
72;131;87;63
73;73;131;68
88;2;21;84
47;40;78;1
80;144;53;50
42;35;116;56
130;126;74;30
118;12;71;6
85;124;50;54
22;125;91;80
56;100;131;7
15;141;36;91
64;28;71;29
115;142;2;134
58;79;44;83
6;43;72;26
77;92;89;123
70;65;60;5
98;141;143;130
40;67;38;146
90;82;105;43
130;29;33;60
37;106;44;141
48;31;40;32
24;66;100;132
86;5;134;142
31;111;53;75
108;105;148;80
24;108;34;142
71;19;134;14
139;24;70;87
122;97;4;134
108;42;34;33
108;137;135;86
8;8;41;144
65;74;31;11
63;90;116;139
25;139;30;27
123;72;77;92
8;99;8;84
35;68;142;69
3;93;104;79
19;118;132;78
50;132;55;15
49;140;98;50
53;27;127;6
27;19;136;2
46;137;143;142
108;39;134;95
74;93;92;53
136;109;1;111
38;135;29;149
48;106;139;9
84;43;31;1
34;59;120;132
44;149;143;124
110;26;17;140
150;15;146;89
22;148;147;60
60;34;40;60
121;69;38;44
81;52;46;16
120;139;17;99
26;9;67;51
128;141;82;35
13;49;145;18
23;90;45;143
64;135;58;32
96;78;26;29
111;98;111;108
70;12;109;10
35;131;92;1
56;24;49;70
55;66;101;127
40;37;26;99
49;92;81;17
100;23;33;140
27;36;140;53
18;62;100;79
51;103;32;20
129;42;129;60
88;44;4;137
129;141;137;114
25;35;32;75
136;19;116;51
50;128;31;63
23;99;140;65
119;91;122;76
110;137;53;14
131;133;95;87
136;103;119;33
79;2;84;79
43;36;113;131
14;10;30;98
83;27;40;119
69;142;76;14
77;86;44;16
143;74;73;67
137;27;91;35
55;16;31;65
38;14;140;102
116;100;71;39
88;110;85;42
18;112;50;126
123;24;45;3
31;9;62;67
54;142;53;122
105;73;138;7
94;69;122;143
36;69;54;120
27;47;77;76
118;25;48;101
93;40;105;132
144;91;127;133
79;115;3;67
95;9;14;114
53;139;64;19
41;57;14;112
69;4;138;51
56;14;26;111
56;67;71;134
104;128;83;66
122;129;130;130
44;88;93;13
125;79;122;60
141;28;71;135
13;104;68;74
77;95;113;12
7;43;135;76
87;125;70;97
62;140;123;62
42;58;107;101
117;66;51;112
81;113;97;87
74;48;68;33
87;12;72;112
66;14;72;134
116;86;105;140
127;5;143;104
30;100;64;15
98;40;75;119
127;121;35;26
63;12;149;93
51;76;34;88
50;103;35;66
42;77;142;145
54;61;17;137
12;131;24;20
29;124;107;22
14;116;49;64
85;17;138;75
143;126;42;87
73;117;101;18
143;43;27;105
14;1;124;26
54;24;6;64
136;138;22;58
90;109;20;70
141;106;100;30
104;1;74;46
58;2;42;77
101;10;118;2
23;129;38;119
3;38;128;40
44;128;92;3
148;59;143;140
130;24;138;82
22;113;140;107
114;1;144;35
69;94;87;38
43;16;70;118
47;125;116;45
15;114;79;131
35;21;67;62
28;30;142;16
141;111;138;18
87;86;70;7
147;135;140;28
98;34;126;80
32;87;88;68
126;22;133;75
112;45;110;141
76;23;106;64
90;80;89;142
88;54;36;76
116;115;75;13
93;136;14;16
121;20;3;105
111;71;108;148
17;79;49;43
129;53;52;92
39;123;123;48
85;1;147;6
20;109;14;56
128;118;44;96
87;126;90;13
125;40;113;140
121;104;93;110
110;68;77;71
133;66;68;100
147;137;73;36
145;44;119;7
121;73;28;135
50;93;97;21
43;70;69;85
22;64;20;68
5;63;75;78
7;127;38;37
16;80;61;1
32;95;28;1
100;110;28;135
70;95;64;103
97;145;9;81
73;94;132;9
8;26;104;28
29;9;143;5
93;8;65;131
34;119;70;36
140;139;122;70
81;122;77;40
119;148;3;51
110;36;135;79
16;26;59;134
135;82;129;45
147;35;124;86
11;5;41;44
101;19;24;118
107;58;65;2
110;65;95;121
131;108;112;64
111;40;138;94
117;122;85;131
142;21;92;130
61;51;4;4
76;129;70;17
4;46;142;61
117;90;131;139
116;107;70;28
145;48;9;108
142;15;61;88
24;35;77;132
127;10;132;140
94;28;132;117
25;123;111;48
42;140;46;115
141;58;85;86
80;127;109;134
7;87;106;88
63;77;43;36
95;148;104;121
98;148;42;108
95;107;85;43
126;144;74;61
16;23;6;15
128;110;79;91
90;46;130;132
90;68;15;74
68;60;86;18
94;117;100;143
117;18;138;42
23;87;30;90
15;66;135;131
32;43;129;78
80;45;47;145
129;145;107;56
77;15;78;14
91;63;108;101
85;133;103;31
36;41;97;70
94;50;108;1
108;19;102;20
100;46;49;93
67;138;143;45
104;48;20;126
120;2;77;126
47;143;99;83
144;22;109;3
116;36;125;1
30;72;118;42
8;21;21;119
17;137;19;79
83;120;9;46
90;63;115;10
103;29;9;24
138;93;12;78
129;110;90;117
27;47;133;103
27;51;115;68
91;132;5;37
29;12;111;140
85;18;150;81
123;133;93;68
70;133;111;41
84;129;55;140
59;96;6;125
86;94;134;63
38;52;116;49
112;96;136;30
131;85;14;52
87;85;116;12
132;131;18;6
27;72;93;12
126;15;84;102
94;34;111;13
28;44;83;149
49;57;61;72
86;149;49;95
7;104;124;113
85;110;27;84
92;54;89;145
77;90;44;30
129;40;5;7
31;45;122;94
57;74;136;148
10;142;18;53
48;108;17;89
25;17;97;131
12;69;25;127
143;25;131;132
63;142;31;120
41;145;80;102
18;117;141;120
98;4;44;140
44;122;84;87
25;72;42;30
76;58;40;111
91;7;67;41
97;136;24;129
116;4;61;78
132;20;109;99
118;21;25;126
7;116;25;75
150;60;87;86
143;3;12;84
142;82;80;94
73;11;28;121
46;111;129;33
147;76;29;66
32;54;1;80
57;72;87;148
25;32;118;124
65;119;101;115
9;46;139;112
146;96;5;113
27;45;81;104
7;140;5;2
115;148;90;42
95;37;31;72
53;53;115;6
110;121;64;12
91;82;1;127
120;87;41;143
31;5;101;112
106;28;6;42
63;134;70;53
2;120;136;109
132;70;69;105
143;62;44;24
74;24;77;127
32;89;144;12
64;66;89;115
64;111;124;19
150;51;62;141
118;71;105;104
123;36;149;21
3;124;142;8
21;46;44;8
10;105;8;130
124;76;108;2
35;17;109;32
123;62;48;108
123;107;65;48
60;105;4;1
111;77;30;102
34;58;87;38
78;4;23;88
130;93;76;83
137;38;143;149
31;7;18;35
5;75;121;81
114;31;97;73
77;49;137;128
108;127;93;2
31;128;52;99
2;77;44;129
94;150;121;22
114;142;30;126
95;112;75;43
11;25;17;107
47;58;115;95
42;127;117;113
36;143;69;8
116;77;28;52
129;144;45;85
19;34;104;35
77;17;87;40
17;13;114;129
110;83;95;113
75;25;96;115
23;81;64;86
78;31;102;78
72;25;67;25
108;61;131;84
22;8;121;41
87;81;41;141
8;103;13;17
46;102;33;141
54;14;4;132
138;21;102;130
121;91;34;51
133;129;61;141
135;1;147;145
49;150;67;49
118;72;80;136
96;99;149;21
50;49;130;35
37;36;129;123
39;76;85;1
95;78;130;62
18;138;143;28
23;79;59;144
51;69;50;57
84;94;150;135
99;68;55;77
25;47;89;1
9;76;147;61
84;58;100;86
108;93;1;119
100;48;103;91
132;109;47;130
76;12;42;106
66;135;29;48
47;95;138;109
101;79;74;79
145;119;47;32
74;113;52;146
123;121;42;98
62;38;100;40
51;126;116;8
13;69;144;54
58;16;122;20
71;117;74;146
121;116;124;94
9;118;111;95
103;127;68;77
90;87;68;134
102;113;24;149
115;78;55;37
104;41;140;27
59;46;75;66
114;81;127;144
141;33;128;147
60;146;18;70
78;65;56;62
37;66;144;62
14;16;62;9
6;87;118;95
46;40;52;105
64;88;119;113
147;43;149;114
9;70;8;32
57;146;42;12
68;24;121;145
20;118;24;6
128;38;99;12
146;78;103;46
102;145;59;132
120;13;7;104
36;32;2;86
5;53;34;149
101;24;143;15
95;51;48;61
38;109;29;35
7;76;100;102
48;136;137;132
33;66;80;123
111;84;31;54
42;16;27;55
141;23;13;84
25;82;21;127
147;136;128;78
100;41;142;142
23;119;110;140
63;73;119;142
23;109;99;139
34;143;103;79
143;120;29;34
99;26;41;51
99;121;99;113
130;146;92;134
49;133;107;24
105;112;7;24
135;78;68;37
124;130;137;114
104;124;70;54
128;35;26;3
54;143;111;138
105;139;110;47
104;10;78;128
115;109;45;96
67;106;97;144
26;87;46;17
56;28;35;1
18;112;108;59
61;103;41;72
11;42;73;63
61;89;84;69
88;141;72;63
105;10;142;32
116;69;96;16
90;100;106;8
85;141;63;2
11;116;98;41
10;69;46;91
68;52;74;55
80;133;92;73
121;74;47;11
136;101;141;95
20;131;126;115
22;89;1;25
143;150;88;15
46;65;52;11
4;80;150;10
75;61;62;7
75;97;34;21
101;26;143;100
142;30;20;67
19;32;64;39
66;52;108;63
71;114;53;140
40;41;99;10
13;19;108;11
128;142;92;33
106;3;31;89
39;30;112;63
35;61;64;119
49;146;119;37
75;82;86;87
82;114;42;136
23;42;65;121
8;112;135;121
94;135;19;20
132;145;60;1
122;124;33;55
64;30;121;65
75;97;56;55
132;81;76;11
108;122;50;110
69;28;77;64
2;134;110;106
70;94;84;86
135;9;119;150
3;98;48;101
81;93;87;87
63;65;79;94
108;96;90;72
111;11;121;112
51;130;72;142
80;40;96;17
143;14;38;37
47;140;150;77
48;85;140;32
7;78;137;74
21;56;69;143
50;31;61;76
17;123;100;144
39;125;60;65
54;64;30;83
124;116;80;78
6;48;75;70
6;130;148;19
138;6;101;92
4;148;88;117
40;26;79;117
148;145;78;140
51;95;83;2
92;17;40;27
34;119;61;5
71;143;79;17
135;136;39;62
146;142;26;19
6;56;104;80
146;86;50;80
92;12;98;4
73;67;55;124
130;98;121;126
1;36;15;67
10;2;26;107
116;131;99;16
35;34;105;72
8;135;15;133
88;51;120;31
72;104;53;97
37;30;77;89
68;91;16;141
1;19;67;23
86;62;88;76
131;135;41;37
36;10;41;86
136;51;30;73
65;70;24;107
